flow_duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_bytes_per_sec,flow_pkts_per_sec,fwd_iat_mean,bwd_iat_mean,pkt_len_mean,pkt_len_std,fin_flag_count,syn_flag_count,rst_flag_count,ack_flag_count,psh_flag_count,urg_flag_count,active_mean,idle_mean,dst_port,protocol,attack_type,label_binary,timestamp,src_ip,dst_ip,predicted_attack_type,threat_probability,anomaly_score,severity
5239.335567776119,553.309258737094,473.1005502583848,53865.49667167661,80285.40155837726,1122786.2194167464,100.84229963294472,93.94799764793608,82.26618328595657,64.79631182759977,7.568805892052884,0.0,811.390983908079,10.514029284614164,0.0,0.0322084048518141,0.0,2643.882478340438,84.07152743958034,68,UDP,DDoS,1,2024-01-15 17:00:43.560251071,192.168.202.160,192.168.201.222,DDoS,1.0,0.8901,HIGH
9326.5701197486,683.0978240313225,0.8262902256639819,23765.250315600795,359.11178659316386,539512.9554081596,63.78438766138666,166.90215654164467,2915.4220904817284,52.97939275169595,10.725496890819212,0.1420601454872021,285.5138366228139,0.262528315434937,0.0,0.0,0.0,11972.433145759727,1724.197110581919,70,TCP,DoS,1,2024-01-15 15:37:23.184374211,192.168.37.150,192.168.223.41,DoS,1.0,0.8617,HIGH
447.5810402196786,1.944048561475256,0.0,46.57540353439957,0.0,2981.229189768398,1.434217732183072,0.0,3.4164767703843197,16.825207939353728,1.3956580150443785,0.1498946745789141,0.9942502519022972,1.2122981100672232,0.30835342734681,0.0,0.0536780192776981,239.29145835721835,74.94255446628796,45605,TCP,PortScan,1,2024-01-15 19:34:23.212768402,192.168.33.13,192.168.237.82,PortScan,1.0,0.7755,HIGH
123329.37474678412,5.171864180939537,3.647860116365117,2396.836957177235,11487.324182670918,1067.7492046950608,0.0880533873448716,22867.791228979426,3520.4376494962926,450.6151008447315,341.1924299772198,0.5015956628411655,0.890842191385098,0.0,7.121318863472807,3.0649618157707064,0.0014284172887291,25680.877755884718,11699.965164826755,447,TCP,XSS,1,2024-01-15 22:31:18.681244941,192.168.98.245,192.168.50.79,XSS,1.0,0.188,HIGH
2738.3045349761524,339.27921708040293,6.95987221305712,31498.086309058024,542.512840276708,1027465.0467074296,74.37092776432041,151.31581542569518,3300.66044029249,25.228830984163856,13.263314561184409,0.0019432656555673,768.3332928857976,0.0,0.0,0.0,0.0,8498.590248689472,2979.7844295698114,77,UDP,DoS,1,2024-01-15 14:37:02.951947280,192.168.125.69,192.168.186.109,DoS,1.0,0.829,HIGH
4980.405312196046,561.93328191468,3.646551469694093,20025.208683492598,330.85439972494976,1194214.5362806628,63.72306033478075,131.73709705224567,2188.9574721424037,47.33495777980035,9.42832820130738,0.0,597.4278466805637,0.5093300633339499,0.0,0.0,0.0,11910.761354404676,1120.8590002734145,77,TCP,DoS,1,2024-01-15 15:10:04.095804746,192.168.50.145,192.168.23.72,DoS,1.0,0.8845,HIGH
0.0,22.92547854016627,0.0,5399.611829084635,14855.065018672783,662.9944589753991,0.036295523041922,0.0,139420.49251412804,792.8182347210653,107.6050805423836,0.5244104345494373,1.54003489060642,0.1497096664970957,17.51643239521907,2.035341558226392,0.0540450885293911,204939.57121122608,640540.0480861194,512,TCP,BENIGN,0,2024-01-15 03:56:36.876462672,192.168.223.158,192.168.116.135,BENIGN,0.0,0.4215,LOW
641789.1037530217,9.96106309568482,18.34109690663058,0.0,24622.9038794417,3136.672555127909,0.0683703125411033,67298.40491887627,95995.1364118756,935.5122389681392,232.97625409093385,0.0,1.180769488208343,0.0,22.2150735492692,5.499422607394903,0.0,225482.5993975202,355722.2910471366,218,UDP,BENIGN,0,2024-01-15 01:56:39.307575594,192.168.226.22,192.168.117.18,BENIGN,0.0,0.3869,LOW
20844.356769778184,781.5548467346265,2.437050613303879,35590.45499887316,697.0940364734058,710749.2708869294,80.32527542753513,189.8791210679008,8844.39992207522,61.41149271762647,12.8468199168953,0.0011033650453426,499.46296568694174,0.3301149077623089,0.0,0.0,0.1562205541748036,5669.937193659323,1247.2112630369445,93,TCP,DoS,1,2024-01-15 16:05:49.561112977,192.168.28.118,192.168.83.126,DoS,1.0,0.9257,CRITICAL
63031.024125219046,6.883070008745132,6.768843081283276,914.916804717264,9406.60456225636,2488.051460155958,0.0660128522857542,26313.886070206987,17250.20425994238,252.1006720697508,314.99238630729354,0.901953149999556,0.9279859535871152,0.0,7.490680859603657,6.834090029947222,0.0,78518.09475692897,20102.162543804112,450,TCP,XSS,1,2024-01-15 22:10:06.038292360,192.168.206.138,192.168.179.170,XSS,1.0,0.2145,HIGH
